_id,clase,geo_lat,geo_long,rdfs_label,tieneEnlaceSIG,uri
642ed9bc24816aaade326cb6,PALACIO ,39.4732,-6.37064,de las Cigueñas,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1229 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/59-palacio-de-las-cigueñas
642ed9bc24816aaade326cb7,CASA ,39.4732,-6.37322,Ovando Espadero,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=2108 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/6-casa-ovando-espadero
642ed9bc24816aaade326cb8,TORRE ,39.4731,-6.37076,de las Cigueñas,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1200 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/60-torre-de-las-cigueñas
642ed9bc24816aaade326cb9,CASA ,39.4729,-6.37153,de Diego Garcia de Ulloa,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1203 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/61-casa-de-diego-garcia-de-ulloa
642ed9bc24816aaade326cba,PALACIO ,39.4727,-6.37129,Solar de los Ulloa,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1202 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/62-palacio-solar-de-los-ulloa
642ed9bc24816aaade326cbb,CASA ,39.4726,-6.37132,de los Paredes Saavedra,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1205 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/63-casa-de-los-paredes-saavedra
642ed9bc24816aaade326cbc,PALACIO ,39.4726,-6.37174,del Comendador de Alcuescar,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1204 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/64-palacio-del-comendador-de-alcuescar
642ed9bc24816aaade326cbd,PALACIO ,39.4728,-6.37193,de los Ovando-Perero,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1224 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/65-palacio-de-los-ovando-perero
642ed9bc24816aaade326cbe,PALACIO ,39.4723,-6.37185,Hospital de los Caballeros,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1207 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/66-palacio-hospital-de-los-caballeros
642ed9bc24816aaade326cbf,CASA ,39.4722,-6.37147,de los Sanchez Paredes,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1206 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/67-casa-de-los-sanchez-paredes
642ed9bc24816aaade326cc0,CASA ,39.4722,-6.371,de Pereros,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1215 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/68-casa-de-pereros
642ed9bc24816aaade326cc1,CONVENTO ,39.4728,-6.3707,de San Pablo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1158 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/69-convento-de-san-pablo
642ed9bc24816aaade326cc2,TORRE ,39.4746,-6.3715,de la Hierba,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1195 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/7-torre-de-la-hierba
642ed9bc24816aaade326cc3,PALACIO ,39.4728,-6.37027,de las Veletas (Aljibe),http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1201 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/70-palacio-de-las-veletas-(aljibe)
642ed9bc24816aaade326cc4,TORRE ,39.473,-6.37261,de Aver,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1223 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/71-torre-de-aver
642ed9bc24816aaade326cc5,PALACIO ,39.4726,-6.37225,Enfermeria de San Antonio,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1208 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/72-palacio-enfermeria-de-san-antonio
642ed9bc24816aaade326cc6,TORRE ,39.4737,-6.37229,del Postigo,http://sig.caceres.es/serweb/fichasig/fichatoponimia.php?mslink=1222 ,http://opendata.caceres.es/recurso/turismo/monumentos/Monumento/73-torre-del-postigo
